master_name,old_name,booth_rank,old_booth_rank,name_jw_score,name_lv_score,booth_score,average_score
AJAB,DHAMAUL,0.9736024844720497,0.8424908424908425,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,DHANARI,0.9736024844720497,0.7619047619047619,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,DHANAV,0.9736024844720497,0.9194139194139194,0.611111111111111,0.33333333333333337,1.0,0.65
AJAB,DHANDHAVA,0.9736024844720497,0.28205128205128205,0.4537037037037037,0.2222222222222222,1.0,0.56
AJAB,DHARANIDHAR,0.9736024844720497,0.5769230769230769,0.5606060606060607,0.18181818181818177,1.0,0.58
AJAB,DIHARI,0.9736024844720497,0.03296703296703297,0.47222222222222215,0.16666666666666663,1.0,0.55
AJAB,DOSAMA,0.9736024844720497,0.6245421245421245,0.47222222222222215,0.16666666666666663,1.0,0.55
AJAB,DUMARI,0.9736024844720497,0.9853479853479854,0.47222222222222215,0.16666666666666663,1.0,0.55
AJAB,ERAKI,0.9736024844720497,0.9267399267399268,0.48333333333333334,0.19999999999999996,1.0,0.56
AJAB,ERAURA,0.9736024844720497,0.967032967032967,0.47222222222222215,0.16666666666666663,1.0,0.55
AJAB,FESARA,0.9736024844720497,0.20390720390720393,0.47222222222222215,0.16666666666666663,1.0,0.55
AJAB,FULAVARIYA,0.9736024844720497,0.9487179487179487,0.5666666666666667,0.19999999999999996,1.0,0.59
AJAB,GAMHARI,0.9736024844720497,0.18681318681318682,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,GANGATI,0.9736024844720497,0.5897435897435898,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,GURAGAIYA,0.9736024844720497,0.8058608058608059,0.5740740740740741,0.2222222222222222,1.0,0.6
AJAB,HAJARIKARMA,0.9736024844720497,0.7362637362637363,0.6742424242424242,0.2727272727272727,1.0,0.65
AJAB,HARANAHI,0.9736024844720497,0.15384615384615385,0.5833333333333334,0.25,1.0,0.61
AJAB,HARIHAR,0.9736024844720497,0.7802197802197802,0.46428571428571425,0.2857142857142857,1.0,0.58
AJAB,HASAULI,0.9736024844720497,0.7692307692307693,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,HETAMAPUR,0.9736024844720497,0.4175824175824176,0.5740740740740741,0.2222222222222222,1.0,0.6
AJAB,IBANAPUR,0.9736024844720497,0.3553113553113553,0.5972222222222222,0.25,1.0,0.62
AJAB,IBRAHIMAPUR,0.9736024844720497,0.17582417582417584,0.393939393939394,0.18181818181818177,1.0,0.53
AJAB,IPUR,0.9736024844720497,0.8388278388278388,0.0,0.0,1.0,0.33
AJAB,ISARAUR,0.9736024844720497,0.8864468864468864,0.5952380952380952,0.2857142857142857,1.0,0.63
AJAB,JAGAPUR,0.9736024844720497,0.14468864468864467,0.6150793650793651,0.2857142857142857,1.0,0.63
AJAB,JAMHOR,0.9736024844720497,0.012820512820512822,0.4444444444444444,0.16666666666666663,1.0,0.54
AJAB,JARAMAKHAP,0.9736024844720497,0.3443223443223443,0.5722222222222223,0.19999999999999996,1.0,0.59
AJAB,JASOIYA,0.9736024844720497,0.43040293040293043,0.42857142857142855,0.1428571428571429,1.0,0.52
AJAB,JOKAHARI,0.9736024844720497,0.02564102564102564,0.5972222222222222,0.25,1.0,0.62
AJAB,KAJI,0.9736024844720497,0.6611721611721612,0.6666666666666666,0.25,1.0,0.64
AJAB,KALA,0.9736024844720497,0.20146520146520147,0.6666666666666666,0.25,1.0,0.64
AJAB,KANABEHARI,0.9736024844720497,0.38461538461538464,0.6833333333333332,0.30000000000000004,1.0,0.66
